2/19/13 19:37;4097;0;100100;340;2;2;1040;8;13A;191911000516761;2193039352105139970;3581501911320999900;3630878773889959900
2/19/13 19:37;4097;0;100100;340;2;2;1040;8;13A;191911000516761;2193039352105139970;3581501911320999900;3630878773889959900
2/19/13 20:00;4097;0;100100;340;2;2;1070;9;13A;191911000177780;517504852275982020;7651439506371160100;397894738450841980
2/19/13 21:04;4097;0;100100;340;2;2;1052;10;13A;191911000423411;4768781210733129700;8691421977223189500;6642585809565249500
2/19/13 21:01;4097;0;100100;340;2;4;1052;9;13A;191911000205790;1570557769299719940;5124777252462770200;5155512753008499700
2/20/13 19:37;4097;0;100100;340;2;2;1040;8;13A;191911000516761;2193039352105139970;3581501911320999900;3630878773889959900
2/20/13 22:14;4097;0;100100;340;2;2;1040;8;13A;191911000516761;2193039352105139970;3581501911320999900;3630878773889959900
2/20/13 20:00;4097;0;100100;340;2;2;1070;9;13A;191911000177780;517504852275982020;7651439506371160100;397894738450841980
2/20/13 21:04;4097;0;100100;340;2;2;1052;10;13A;191911000423411;4768781210733129700;8691421977223189500;6642585809565249500
2/20/13 21:01;4097;0;100100;340;2;4;1052;9;13A;191911000205790;1570557769299719940;5124777252462770200;5155512753008499700
2/21/13 19:37;4097;0;100100;340;2;2;1040;8;13A;191911000516761;2193039352105139970;3581501911320999900;3630878773889959900
2/21/13 22:14;4097;0;100100;340;2;2;1040;8;13A;191911000516761;2193039352105139970;3581501911320999900;3630878773889959900
2/21/13 20:00;4097;0;100100;340;2;2;1070;9;13A;191911000177780;517504852275982020;7651439506371160100;397894738450841980
2/21/13 21:04;4097;0;100100;340;2;2;1052;10;13A;191911000423411;4768781210733129700;8691421977223189500;6642585809565249500
2/21/13 21:01;4097;0;100100;340;2;4;1052;9;13A;191911000205790;1570557769299719940;5124777252462770200;5155512753008499700
2/22/13 19:37;4097;0;100100;340;2;2;1040;8;13A;191911000516761;2193039352105139970;3581501911320999900;3630878773889959900
2/22/13 22:14;4097;0;100100;340;2;2;1040;8;13A;191911000516761;2193039352105139970;3581501911320999900;3630878773889959900
2/22/13 20:00;4097;0;100100;340;2;2;1070;9;13A;191911000177780;517504852275982020;7651439506371160100;397894738450841980
