2/19/13 21:02;4099;4;100100;440;11;4;1007;22;13A;191911000052729;4104260186323769900;1531567173865999870;2087990556511239940
2/21/13 6:01;4106;99;108100;505;71;4;1029;7;13A;191911000298659;8848049513004120100;6448173024343079900;8120386267628309500
2/22/13 19:39;4106;(null);103600;505;71;3;1029;4;13A;191911000085444;3661456454868310000;8584818415203690500;2801031350139710000
2/20/13 19:39;4097;0;108100;888;2;1;1040;3;13A;191911000086151;1051107059826360060;2939504150654600200;4906214271005349900
2/20/13 21:03;4097;0;87654321;340;2;3;1052;4;12B;191911000416134;4130950458822280200;2737754384291870200;6453539781387289600
2/21/13 19:20;4098;7;108100;405;1;2;1005;1;12B;191911000260870;837239010823840000;7166611896511800300;6388309603150669800
1/11/13 17:15;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:16;4099;(null);33000153;310;560;4;1000;(null);11B;310560000000012;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:17;4099;(null);33000253;240;21;4;1000;(null);11B;240210000000013;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:18;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:19;4099;(null);33000153;310;560;4;1000;(null);11B;310560000000012;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:15;4099;(null);33000253;240;21;4;1000;(null);11B;240210000000013;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:16;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:17;4099;(null);33000153;310;560;4;1000;(null);11B;310560000000012;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:18;4099;(null);33000253;240;21;4;1000;(null);11B;240210000000013;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:19;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:20;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:21;4099;(null);33000153;310;560;4;1000;(null);11B;310560000000012;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:22;4099;(null);33000253;240;21;4;1000;(null);11B;240210000000013;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:23;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:24;4099;(null);33000153;310;560;4;1000;(null);11B;310560000000012;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:20;4099;(null);33000253;240;21;4;1000;(null);11B;240210000000013;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:21;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:22;4099;(null);33000153;310;560;4;1000;(null);11B;310560000000012;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:23;4099;(null);33000253;240;21;4;1000;(null);11B;240210000000013;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:24;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:25;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:26;4099;(null);33000153;310;560;4;1000;(null);11B;310560000000012;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:27;4099;(null);33000253;240;21;4;1000;(null);11B;240210000000013;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:28;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:29;4099;(null);33000153;310;560;4;1000;(null);11B;310560000000012;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:25;4099;(null);33000253;240;21;4;1000;(null);11B;240210000000013;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:26;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:27;4099;(null);33000153;310;560;4;1000;(null);11B;310560000000012;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:28;4099;(null);33000253;240;21;4;1000;(null);11B;240210000000013;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:29;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:30;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:31;4099;(null);33000153;310;560;4;1000;(null);11B;310560000000012;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:32;4099;(null);33000253;240;21;4;1000;(null);11B;240210000000013;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:33;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:34;4099;(null);33000153;310;560;4;1000;(null);11B;310560000000012;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:30;4099;(null);33000253;240;21;4;1000;(null);11B;240210000000013;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:31;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:32;4099;(null);33000153;310;560;4;1000;(null);11B;310560000000012;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:33;4099;(null);33000253;240;21;4;1000;(null);11B;240210000000013;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:34;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:35;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:36;4099;(null);33000153;310;560;4;1000;(null);11B;310560000000012;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:37;4099;(null);33000253;240;21;4;1000;(null);11B;240210000000013;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:38;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:39;4099;(null);33000153;310;560;4;1000;(null);11B;310560000000012;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:35;4099;(null);33000253;240;21;4;1000;(null);11B;240210000000013;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:36;4099;(null);21060800;344;930;4;1000;(null);11B;344930000000011;4809532081614990300;8226896360947470300;1150444940909479940
1/11/13 17:37;4099;(null);33000153;310;560;4;1000;(null);11B;310560000000012;4809532081614990300;8226896360947470300;1150444940909479940
